4.125717,,4.1494748,22.5490558
4.111416,,,
4.109285,,,
4.159759,,,
4.142112,,,
4.142101,,,
4.169404,,,
4.221409,,,
4.151831,,,
4.161714,,,
4.256779,,4.2603955,
4.233243,,,
4.224041,,,
4.301724,,,
4.23146,,,
4.222985,,,
4.23101,,,
4.212586,,,
4.387513,,,
4.302614,,,
4.660219,,4.6853928,
4.69713,,,
4.701425,,,
4.685273,,,
4.84756,,,
4.673612,,,
4.675593,,,
4.631687,,,
4.638128,,,
4.643301,,,
4.681721,,4.7252752,
4.701716,,,
4.698893,,,
4.693693,,,
4.702285,,,
4.721074,,,
4.721613,,,
4.730312,,,
4.760029,,,
4.841416,,,
4.709423,,4.7285175,
4.689959,,,
4.689862,,,
4.728885,,,
4.751426,,,
4.757341,,,
4.754369,,,
4.743947,,,
4.757804,,,
4.702159,,,
,,4.50981116,